broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-K81473043,,,HSP90AA1,,HSP90AA1
BRD-K25186396,"XDH, ABCG2",,,,"XDH, ABCG2"
BRD-K01584643,"CA2, CA1",,ANO1,"SLCO1B3, CA1, SLCO1B1, CA2, CA6","SLCO1B3, ANO1, CA2, SLCO1B1, CA1, CA6"
BRD-K34073885,"ACHE, PTPN11, PTPN6, CES2, RAD51, HIF1A",,IFNG,,"ACHE, PTPN11, PTPN6, CES2, RAD51, HIF1A, IFNG"
BRD-K00141480,"ACHE, PTPN11, PTPN6, TERT, CASP9, CES2, APAF1, APEX1, HIF1A",,"IL1B, NR1I2, TNF",,"ACHE, NR1I2, PTPN11, PTPN6, CASP9, TERT, CES2, HIF1A, APAF1, APEX1, IL1B, TNF"
BRD-K00003498,,,,,
BRD-K88854110,"PTGER2, PTGER4",,PTGER2,,"PTGER2, PTGER4"
BRD-K00003568,CHRM3,,CHRM3,"CHRM1, CHRM3, CHRM2","CHRM3, CHRM1, CHRM2"
BRD-K35169477,"CNR2, CYP2C9, KCNH2, CNR1, CYP3A4",,CNR1,"CYP2D6, CNR2, CYP2C9, KCNH2, CNR1, CYP3A4","CYP2D6, CNR2, CYP2C9, KCNH2, CNR1, CYP3A4"
BRD-K22227508,"NOS1, NOS2, DDAH1",,NOS3,,"NOS1, NOS2, NOS3, DDAH1"
BRD-K09353376,"ABCG2, CYP2C19, CYP2E1, CYP2C9, CYP3A4",,ABCB1,"ABCG2, CYP2D6, CYP2B6, CYP2C9, ABCB1, CYP2A6, CYP3A4","ABCG2, CYP2D6, CYP2C19, CYP2B6, CYP2E1, CYP2C9, ABCB1, CYP2A6, CYP3A4"
BRD-K36474365,,,,,
BRD-K09426783,,,TOP1,,TOP1
BRD-K44844162,"PIK3C2B, MTOR, PIK3R2, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3CB",,PIK3CA,,"PIK3C2B, MTOR, PIK3R2, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3CB"
BRD-K62971431,,"MTNR1A, MTNR1B","MTNR1A, MTNR1B",,"MTNR1A, MTNR1B"
BRD-K42495768,,,,,
BRD-K14653796,,,HDAC4,,HDAC4
BRD-K10415035,,,,,
BRD-K51474575,SLC36A1,,,"Malaria fabI, SLC36A1","Malaria fabI, SLC36A1"
BRD-K81062487,"SLC10A1, GPBAR1, ABCC4",,"CEL, FABP6, SLCO1C1",,"CEL, FABP6, GPBAR1, SLCO1C1, SLC10A1, ABCC4"
BRD-K00003523,,,,,
BRD-K98765504,,,,,
BRD-K76713213,"CA2, CA1","CA2, CA1",,,"CA2, CA1"
BRD-K00003254,,,,,
BRD-K94649603,,,ADIPOR2,,ADIPOR2
BRD-K76841105,"RARB, ABCC3, RARG, RARA, ABCC4, CYP3A4","RARA, RARG, RARB","RARA, RARB, RARG, RXRB","ABCB11, RARB, ABCC2, RARG, RARA, ABCC4","RXRB, ABCB11, RARB, ABCC3, ABCC2, RARG, RARA, ABCC4, CYP3A4"
BRD-K11215326,,"EZH1, EZH2, EED",EZH2,"EZH2, EED","EZH1, EZH2, EED"
BRD-K14312455,,,,Stap-coc blaZ,Stap-coc blaZ
BRD-K56405978,,,,,
BRD-M77041484,,,"SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7",,"SLC1A3, SLC1A7, SLC1A2, SLC1A1, SLC1A6"
BRD-A12147465,"CYP3A4, CYP2C19, AURKA, CYP2C9",,AURKA,,"AURKA, CYP2C19, CYP2C9, CYP3A4"
BRD-K29660062,"RET, PRKCQ, MAPK8, IKBKB, MAPK14, ITK, ROCK1, BRAF, GSK3B, CDK2, EPHA3, MERTK, MAP3K6, NR2C2, MAPK3, EGFR, ERBB4, MAP3K1",,"MAP3K5, MAP3K6","RET, ITK, ROCK1, GSK3B, CDK2, EPHA3, MERTK, ERBB4, EGFR, MST1R, MAP3K5","RET, GSK3B, MAPK3, MAP3K5, MAPK8, ROCK1, EGFR, ERBB4, MST1R, IKBKB, MAPK14, ITK, MERTK, NR2C2, MAP3K1, BRAF, CDK2, EPHA3, MAP3K6, PRKCQ"
BRD-K15256258,KDM5A,,"KDM2A, KDM4A, KDM4C, KDM5A, KDM6A, KDM7A, PHF8",,"KDM4C, KDM5A, KDM4A, PHF8, KDM2A, KDM7A, KDM6A"
BRD-A66521565,,,APP,,APP
BRD-K26041695,,,FAAH,,FAAH
BRD-K16497916,"FPR1, FPR2",,FPR2,"FPR1, FPR2","FPR1, FPR2"
BRD-K27010807,,,"ADRA2A, ADRA2B, ADRA2C",,"ADRA2B, ADRA2C, ADRA2A"
BRD-K76989898,"ADORA1, ADORA2A",,ADORA2A,,"ADORA1, ADORA2A"
BRD-K16939217,GPBAR1,,GPBAR1,,GPBAR1
BRD-K87199310,"GHSR, NTSR1, GPR39",,GPR39,,"GHSR, NTSR1, GPR39"
BRD-K45044657,"HDAC9, HDAC7, HDAC10, HDAC1, HDAC5, HDAC3, HDAC8, HDAC6, HDAC2, HDAC4",,"HDAC1, HDAC2, HDAC3, HDAC8",,"HDAC9, HDAC7, HDAC10, HDAC1, HDAC3, HDAC5, HDAC8, HDAC6, HDAC2, HDAC4"
BRD-K17621556,,,"ITGA2, ITGB1",,"ITGA2, ITGB1"
BRD-A83792282,,,TRPM8,,TRPM8
BRD-K05262258,"CYP2C19, KCNH2, CYP3A4, CYP2C9",,TRPM8,,"TRPM8, CYP2C19, CYP2C9, KCNH2, CYP3A4"
BRD-K32031961,LPAR2,,LPAR5,,"LPAR5, LPAR2"
BRD-K76792630,"MAPK8, AURKA, TTK, CDK2, RPS27",,TTK,,"MAPK8, AURKA, TTK, CDK2, RPS27"
BRD-K78161388,"TRPV3, KCNH2",,SCN9A,,"SCN9A, TRPV3, KCNH2"
BRD-K79608170,"OPRM1, NTSR2, GPR35, SLC6A3, OPRD1, NTSR1",,NTSR1,,"OPRM1, NTSR2, GPR35, SLC6A3, NTSR1, OPRD1"
BRD-K54297077,,,GPR139,,GPR139
BRD-K55013981,,,"AVPR1A, OXT",,"OXT, AVPR1A"
BRD-K34362291,"ZAP70, MET, JAK3, BTK, MAPK10, RPS6KA5, KDR, MAPK14, ITK, BRAF, TYK2, MAPK9, LYN, SYK, MAPK3, CDK5, TEK",,LCK,"BTK, KDR, SYK, MAPK3, CDK5, TEK, SRC, MAPK9, LYN, ZAP70, MAPK10, MAPK14, ITK, TYK2, LCK, KIT, MET, JAK3, BRAF, RPS6KA5","BTK, KDR, SYK, MAPK3, CDK5, TEK, SRC, MAPK9, LYN, ZAP70, MAPK10, MAPK14, ITK, TYK2, LCK, KIT, MET, JAK3, BRAF, RPS6KA5"
BRD-K89517477,DYRK1A,,"DYRK1A, DYRK1B",,"DYRK1A, DYRK1B"
BRD-K89584803,"PLK1, PLK3, PLK2",,PLK2,,"PLK1, PLK3, PLK2"
BRD-K51776215,"MAP3K8, EIF2AK2, MAPKAPK2, MAP2K1",,MAP3K8,"MAP3K8, EIF2AK2, SRC, MAP2K1, MAPKAPK2, EGFR","MAP3K8, EIF2AK2, SRC, MAP2K1, MAPKAPK2, EGFR"
BRD-K21894922,EPAS1,,EPAS1,,EPAS1
BRD-K87461578,"S1PR3, S1PR1, KCNH2",,S1PR1,,"S1PR3, S1PR1, KCNH2"
BRD-K27536248,,,,,
BRD-K09787262,"GRIN1, GRIN2C, GRIN2D, GRIN2B",,GRIN2A,,"GRIN2B, GRIN1, GRIN2D, GRIN2A, GRIN2C"
BRD-K77915400,GRM5,,GRM4,"GRM4, GRM5","GRM4, GRM5"
BRD-K68358632,,,HDAC6,,HDAC6
BRD-K29424831,"HCRTR2, HCRTR1",,HCRTR2,,"HCRTR2, HCRTR1"
BRD-K08902330,BIRC5,,PIM1,,"PIM1, BIRC5"
BRD-K00004294,,,GSK3B,,GSK3B
BRD-K49461364,"JAK3, JAK2, TYK2, JAK1, GSK3B, PRKCQ",,JAK3,,"JAK3, JAK2, TYK2, JAK1, GSK3B, PRKCQ"
BRD-K19958299,,,,,
BRD-K55216666,,,"ITGA4, ITGB1",ITGA4-ITGB1,"ITGA4-ITGB1, ITGB1, ITGA4"
BRD-K81935556,GPR35,,GPR35,,GPR35
BRD-K81376179,FLT3,,FLT3,,FLT3
BRD-A16560607,,,TRPA1,,TRPA1
BRD-K00003278,,,,,
BRD-K01825674,,,BACE1,,BACE1
BRD-K24227647,CHRFAM7A,,CHRNA4,,"CHRNA4, CHRFAM7A"
BRD-K00003308,,,,,
BRD-K28224173,,,CNR1,,CNR1
BRD-K00003289,,,ADORA1,"ADORA2A, SLC29A1, ADORA2B, ADORA3, ADORA1, SLC28A2","ADORA2A, SLC29A1, ADORA2B, ADORA3, ADORA1, SLC28A2"
BRD-K41662846,,,CASR,,CASR
BRD-K48195801,"NR4A2, KCNH2",,KCNH2,,"NR4A2, KCNH2"
BRD-K24312986,,,,,
BRD-K59436580,,,,,
BRD-K89121095,,"MAOB, MAOA",,,"MAOB, MAOA"
BRD-K88743730,"ABCC4, UBE2N, ABCC3",,"HTR2A, HTR2B, HTR2C, HTR4","HTR2B, HTR3A, HTR2C, HTR2A, HTR7, HTR4, HTR1D","HTR2B, HTR3A, HTR2C, UBE2N, ABCC3, HTR2A, HTR7, HTR4, ABCC4, HTR1D"
BRD-K26701552,,,,,
BRD-K07712545,,,,,
BRD-A09761158,,,,,
BRD-K96571715,,,,,
BRD-K51528698,,,CCR2,,CCR2
BRD-K72912098,"CTSK, PLG, PRSS1, CTSL, CTSV, CELA1, CTSB, CTSF, CTSS, CMA1, ELANE","PLG, CTSK, CTSL, CTSA, CELA1, CTSV, CTSB, CTSS, CMA1, ELANE","CTSA, PGR","PLG, CTSK, PRSS1, CTSL, CTSV, CELA1, F2, CTSB, CTSF, CTSS, CMA1, ELANE","CTSK, PLG, PRSS1, CTSL, CTSA, CTSV, CELA1, F2, PGR, CTSB, CTSF, CTSS, CMA1, ELANE"
BRD-K84564571,"FLT4, KDR",,KDR,"FLT4, KDR","FLT4, KDR"
BRD-K15976406,"ABCC3, CACNA1C, KCNH2, KCNE1, ABCC4",,,"ABCB11, ABCC2, KCNH2, ABCC4, SCN5A","ABCB11, ABCC3, CACNA1C, ABCC2, KCNH2, KCNE1, ABCC4, SCN5A"
BRD-K91159026,"CALCRL, CALCA",,"CALCRL, RAMP1",,"RAMP1, CALCRL, CALCA"
BRD-K06147391,,,CHRM1,,CHRM1
BRD-K82240271,,,"CYP1A2, CYP2D6, CYP3A4, CYP3A5, CYP3A7",,"CYP3A5, CYP3A7, CYP2D6, CYP1A2, CYP3A4"
BRD-A05523972,,,,,
BRD-K73999723,"SLC47A1, ABCC3, CYP2C19, CYP2C9, AGTR1, ACE, ABCC4, PPARG, CYP3A4","GLRA1, SLC47A1, PPARG, ACE, AGTR1, AGTR2","AGTR1, PPARG","ABCB11, PPARA, GLRA1, SLCO1B3, SLC47A1, CYP2D6, SLC33A1, ABCC2, AGTR1, CYP2C9, SLCO1B1, AGTR2, ABCC4, PPARD, PPARG, CYP3A4","GLRA1, PPARA, SLCO1B3, ABCC2, PPARD, AGTR2, PPARG, CYP2D6, CYP2C19, ACE, ABCC3, SLC33A1, AGTR1, SLCO1B1, CYP3A4, ABCB11, SLC47A1, CYP2C9, ABCC4"
BRD-K63178091,TPH1,,TPH1,,TPH1
BRD-K94559059,"TPH2, TPH1",TPH1,TPH1,,"TPH2, TPH1"
BRD-K00004596,,,,,
BRD-K00003467,"HTR2B, HTR2C, KCNH2",,,"HTR2B, HTR2A, HTR2C, KCNH2","HTR2B, HTR2C, HTR2A, KCNH2"
BRD-K51805276,,,,,
BRD-K10784860,,ACE,ACE,,ACE
BRD-K63712959,,,,,
BRD-K32107296,"ABCC3, CA2, ABL1, CA9, CA1, ABCC4, CA12",,MGMT,"ABCB11, ABCC2, CA1, CA9, CA2, ABCC4, CA12","ABCB11, ABCC3, CA2, ABL1, MGMT, ABCC2, CA9, CA1, ABCC4, CA12"
BRD-K95053546,,,,,
BRD-K08177763,,,MTOR,,MTOR
BRD-K00005242,,,,,
BRD-K00003263,"PIK3CD, PIK3CG",,,,"PIK3CG, PIK3CD"
BRD-K00003201,SLC9A3,SLC9A3,,,SLC9A3
BRD-A42270467,,,IDO1,,IDO1
BRD-K48068743,"DPP4, DPP8, DPP9","DPP4, DPP8, DPP9",DPP4,"DPP4, DPP8, DPP9","DPP4, DPP8, DPP9"
BRD-K00004279,,,"KCNJ4, PTGS1",,"PTGS1, KCNJ4"
BRD-A41835910,,,,,
BRD-K10362825,"TOP2A, ABCC4, ABCC3","ABCC3, ABCC6, ABCG2, ABCB1, TOP2A","TOP2A, TOP2B","ABCB11, ABCC4, TOP2A; TOP2B, ABCC2","ABCB11, ABCC3, ABCG2, ABCC6, ABCC2, TOP2B, TOP2A; TOP2B, ABCB1, TOP2A, ABCC4"
BRD-K15891719,,,,,
BRD-A25988899,,,,,
BRD-K61868322,,,CYP1A2,,CYP1A2
BRD-K05977823,,,SIRT1,,SIRT1
BRD-K13949769,,,"SIRT1, SIRT2, SIRT3",,"SIRT3, SIRT2, SIRT1"
BRD-A22844106,"ABCC4, ABCC3, PON1","PTGS1, PTGS2","PTGS1, PTGS2",,"PTGS2, ABCC3, PTGS1, ABCC4, PON1"
BRD-K91298281,,,,,
BRD-K89714990,ALOX5,,ALOX5,,ALOX5
BRD-K01826017,,,PKM,,PKM
BRD-K11510141,,,,,
BRD-K76788410,,,"BIRC5, CDK1",,"BIRC5, CDK1"
BRD-K01826569,,,"ADRA1A, ADRA1B, ADRA1D",,"ADRA1B, ADRA1D, ADRA1A"
BRD-K68132782,"EBP, ABCC4, ABCC3, SQLE","SLC6A2, CYP2D6, SQLE, SIGMAR1, ADRA2A",SQLE,"EBP, SQLE","SLC6A2, ABCC3, CYP2D6, SQLE, ABCC4, SIGMAR1, EBP, ADRA2A"
BRD-A50157456,,,ADRB2,,ADRB2
BRD-K01826018,,,,,
BRD-K86204871,,,,"NR1I2, CYP51A1","NR1I2, CYP51A1"
BRD-A06352418,,,"HRH1, KCNH1, KCNH2",,"HRH1, KCNH1, KCNH2"
BRD-A89207210,"HTR2B, ADRA1D, HTR2C, ADRB1, DRD4, ADRA1A, HTR1D, DRD2, ADRB2, HTR1B","HTR2B, ADRA1D, DRD1, DRD4, DRD2, ADRA2A, ADRA2C, HTR2C, HTR1A, HTR2A, HTR1B, ADRB1, ADRA2B, DRD3, ADRB2, ADRA1B, DRD5, ADRA1A, HTR1D","ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD2, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C",,"HTR2B, ADRA1D, DRD1, DRD4, DRD2, ADRA2A, ADRA2C, HTR2C, HTR1A, HTR2A, ADRB1, HTR1B, ADRA2B, DRD3, ADRB2, ADRA1B, DRD5, ADRA1A, HTR1D"
BRD-A42699921,,,DHODH,,DHODH
BRD-K73451719,,,AVPR1A,,AVPR1A
BRD-A33479817,,,,,
BRD-A39935389,,,,,
BRD-K00003674,,,,,
BRD-K00024725,,,BTK,,BTK
BRD-K43975632,,,TBXA2R,,TBXA2R
BRD-K15507868,PPARG,,"PPARA, PPARG",,"PPARA, PPARG"
BRD-K00004564,,,PDE4D,,PDE4D
BRD-K95739795,,"ADRA2C, SLC18A1, SCN2A, SCN3A, SLC18A2, SCN1A, DRD2, ADRA2A","SLC18A1, SLC18A2",,"ADRA2C, SLC18A1, SCN2A, SCN3A, SLC18A2, SCN1A, DRD2, ADRA2A"
BRD-K45071273,SCN8A,"HTR2C, SCN2A, SCN9A, SCN8A, SCN3A, HTR2A, SIGMAR1, MAOA, SCN1A, SCN5A","SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A","ABCB11, SCN2A, SCN9A, SCN8A, KCNK3, SCN3A, SCN5A","ABCB11, HTR2C, SCN2A, SCN11A, SCN7A, SCN8A, SCN9A, SCN3A, KCNK3, HTR2A, SIGMAR1, MAOA, SCN10A, SCN1A, SCN5A, SCN4A"
BRD-K00003352,,,,,
BRD-K47539947,,,,,
BRD-K41298358,,,"SOD1, SOD2",,"SOD1, SOD2"
BRD-A36978621,,,FOLR2,,FOLR2
BRD-K01825583,,,,,
BRD-A86248581,CDA,,CDA,,CDA
BRD-A28856712,,,,,
BRD-K36889451,MGLL,,,,MGLL
BRD-K08078237,,,SLC6A3,,SLC6A3
BRD-A14757586,,,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",,"GRIN1, GRIN2C, GRIN2D, GRIN2A, GRIN2B"
BRD-A52660433,,,MAOA,,MAOA
BRD-K90177246,,,,,
BRD-K97101532,,CFTR,,,CFTR
BRD-K57708067,HPGDS,,HPGDS,,HPGDS
BRD-K97072811,"DYRK1A, CLK1, BRD7",,"CLK1, CLK4, DYRK1A, DYRK1B","DYRK1A, CLK1","DYRK1A, CLK4, DYRK1B, CLK1, BRD7"
BRD-K14560436,"JAK2, CDK6, CDK1, CYP2C19, FLT3, CDK5R1, CYP2C9, CDK2, CCNK, CDK5, CCNH, CDK9, CYP3A4",,"CDK1, CDK2, CDK7, CDK9, FLT3, JAK2","CDK9, JAK2, CDK6, CDK1, CYP2D6, FLT3, CYP2C9, CDK2, CDK5, CYP3A4","JAK2, CDK6, CDK1, CYP2D6, CYP2C19, FLT3, CDK5R1, CYP2C9, CDK2, CCNK, CDK5, CDK7, CCNH, CDK9, CYP3A4"
BRD-K18424115,"KDR, EPHB4, ABL1, PDGFRB, YES1",,"KDR, SRC",,"KDR, SRC, EPHB4, PDGFRB, ABL1, YES1"
BRD-K46392623,"PIK3CG, PIK3R1",,,,"PIK3CG, PIK3R1"
BRD-K12735121,,,"CSK, FGFR1, FLT1, FLT4, KDR, SRC","SRC, YES1, KDR","KDR, SRC, FLT1, FLT4, CSK, FGFR1, YES1"
BRD-K39841531,"FLT3, JAK2, BRDT",,"JAK2, JAK3",,"JAK3, JAK2, FLT3, BRDT"
BRD-K52579889,"PIK3CD, PIK3CG, PIK3R1","PIK3CA, CSNK1E, PIK3CD, PIK3CG, PIK3CB",,,"PIK3CA, CSNK1E, PIK3R1, PIK3CD, PIK3CG, PIK3CB"
BRD-A41692738,"PIK3CD, PIK3CG, PIK3CA, PIK3CB",,"PIK3CB, PIK3CD",,"PIK3CA, PIK3CD, PIK3CG, PIK3CB"
BRD-K64785675,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, PIK3R1, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, PDPK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2",,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, PIK3R1, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, PDPK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K20958582,,,,,
BRD-K01054709,,,NUDT1,,NUDT1
BRD-K87548127,,,,,
BRD-A93255169,,,TNF,,TNF
BRD-K60842365,,,,,
BRD-K34888156,ADORA2A,,"ADORA1, ADORA2A, PDE4B",,"ADORA1, ADORA2A, PDE4B"
BRD-K38380126,"OGA, CACNA1C, CYP2C9, HEXB, CYP3A4",,MGEA5,,"MGEA5, OGA, CACNA1C, CYP2C9, HEXB, CYP3A4"
BRD-K95785345,"SLC22A1, TKT, CA1, CA2, HSP90AA1","TKT, THTPA, TPK1, SLC19A2, TKTL1, HSP90AA1","SLC19A2, SLC19A3, TPK1",,"SLC22A1, TKTL1, SLC19A3, TKT, CA1, TPK1, SLC19A2, THTPA, CA2, HSP90AA1"
BRD-A09994331,,,,,
BRD-K79711234,"ABCC4, ABCC3",CYP2C19,,,"CYP2C19, ABCC4, ABCC3"
BRD-A23970436,,,GABRA1,,GABRA1
BRD-K03164761,,,,,
BRD-K69600043,"PLIN1, HNF4A, UBE2N, PLIN5","HTR2B, HTR2C, DRD1, CHRM3, GFER, HTR1A, ADRA1A, DRD3, HRH1, HTR2A, SIGMAR1, CHRM1, CHRM2, CHRM4, CHRM5, DRD2","DRD1, DRD2, DRD4",,"HTR2B, UBE2N, DRD1, DRD4, HRH1, SIGMAR1, HNF4A, PLIN1, DRD2, HTR2C, HTR1A, HTR2A, CHRM5, CHRM3, GFER, DRD3, CHRM2, PLIN5, ADRA1A, CHRM1, CHRM4"
BRD-K26619122,,"GABRB2, GABRG2, GABRA2, GABRA1, GABRB1","GABRA1, GABRB2, GABRG2, GLRA1, GLRB",,"GABRB2, GLRA1, GABRG2, GABRA2, GLRB, GABRA1, GABRB1"
BRD-A16347691,,,"ACHE, PTGS2",,"ACHE, PTGS2"
BRD-K54521836,,,,,
BRD-K49350383,XDH,"XDH, ABCC5, ADORA3, IMPDH1, PTGS1, HPRT1, MAPK3, ABCC4, IMPDH2","IMPDH1, IMPDH2",XDH,"XDH, ADORA3, IMPDH1, ABCC5, PTGS1, HPRT1, MAPK3, ABCC4, IMPDH2"
