broad_id,Target
BRD-K86309810,"MAPK1, MAPK3"
BRD-K03503561,
BRD-A67036568,"RALA, RALB"
BRD-A15909516,FPR1
BRD-K76694128,"ABL1, BCR, FGR, FLT3, HCK, LYN, SRC"
BRD-K77224738,SLC6A2
BRD-K84924479,ADRA1A
BRD-K85751432,"MAP2K1, MAP2K2"
BRD-K00003609,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K16730910,"ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
BRD-K96720755,"AVPR1A, AVPR1B, AVPR2, OXTR"
BRD-K63018010,
BRD-K00003216,
BRD-A36074203,GRIN1
BRD-K00004584,
BRD-K89413285,GABBR1
BRD-K75349868,NAT10
BRD-K54094468,"DRD2, DRD3, DRD4, HTR2A, SIGMAR1"
BRD-K82846253,"ABCC8, KCNJ11, PPARG"
BRD-K58486055,"CXCR1, CXCR2"
BRD-K00003447,
BRD-K80480517,TGFBR1
BRD-K61567297,TLR4
BRD-K95921201,"SLC18A1, SLC18A2"
BRD-K25970317,
BRD-K76210423,"TLR7, TLR8"
BRD-K00003123,
BRD-K28822270,"HDAC1, HDAC3, HDAC6, HDAC8"
BRD-K74190368,"CA12, CA14, CA2, PTGS1"
BRD-K85603128,
BRD-K80738081,"CSNK2A1, NQO2, PTGS1, PTGS2"
BRD-K00003118,
BRD-K33082088,
BRD-K67935717,HSP90AA1
BRD-K79884267,
BRD-K22429181,"ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG"
BRD-K65331431,
BRD-K80595380,
BRD-A68281735,ALOX5
BRD-A51497544,ATP4A
BRD-K00003198,
BRD-K79700588,ABCC1
BRD-K77286328,"AURKB, INCENP, MAP2K1"
BRD-K00005343,
BRD-K20986415,"CDK1, CDK2, CDK3, CDK4, CDK5, CDK6, CDK7, CDK9, FLT3, GSK3B, JAK2, MAP3K7, MAPK9"
BRD-K61688984,HDAC3
BRD-K00004597,
BRD-K89391146,"DNMT1, DNMT3B"
BRD-K32942258,"FGFR1, FGFR2"
BRD-K02389548,"HDAC1, HDAC3"
BRD-K22024824,PSEN1
BRD-K13178532,MDM2
BRD-K00004590,
BRD-K00004573,
BRD-K56047318,"DAGLA, DAGLB"
BRD-K27335680,HSP90AA1
BRD-K67772619,PTPN1
BRD-K47169076,
BRD-K79555887,RAD51
BRD-K60369935,"ADK, ENPP1, IMPDH1, IMPDH2, NT5C2"
BRD-K49313711,
BRD-K36788280,"CDK4, CDK6"
BRD-K92760278,"BLVRB, RFK"
BRD-K74227494,
BRD-K09229706,"BLVRB, DHODH, DPYD, HAO1, HAO2, MT-ND1, NOS1, PNPO, POR, PPCDC, RFK, RPS6KA4, SGK1"
BRD-K55188888,P4HB
BRD-K01826536,
BRD-K33682646,PTGER3
BRD-K77897005,
BRD-K31484631,
BRD-K01507359,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3"
BRD-K38512030,"SLCO1A2, SLCO1B1, SLCO1B3, SLCO2B1"
BRD-K66048476,
BRD-K28346421,"CYP2C8, CYP2C9, CYP3A4"
BRD-K53484294,
BRD-K55187425,PLK1
BRD-K00004676,
BRD-K01638814,ADRA2A
BRD-K06240250,"NR1I2, SCN10A"
BRD-K21283037,"KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11"
BRD-K01825586,
BRD-K70490179,SIGMAR1
BRD-K55781385,CALCA
BRD-K00004645,
BRD-K31627533,"NR3C1, SERPINA6"
BRD-K13296708,"CNR1, GPR55"
BRD-K84783599,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3"
BRD-K36379990,
BRD-K48963429,
BRD-K53814070,"ROCK1, ROCK2"
BRD-K57427145,GABRA1
BRD-K00005241,
BRD-K00003506,
BRD-K05185389,FDPS
BRD-K00003471,
BRD-K53857191,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, HTR7"
BRD-K00317371,MDM2
BRD-K40887525,"ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7"
BRD-K14003026,
BRD-K51485625,"CYP1A2, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2E1, CYP3A4, CYP3A5, CYP3A7"
BRD-K79966802,"CHRNA4, CHRNB2, CXCL8"
BRD-K37130656,F10
BRD-K10706131,"ACHE, BCHE"
BRD-K75699339,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F"
BRD-K19333160,"CDC42BPA, DMPK, LIMK1, MYLK, PAK1, PKN1, ROCK1, ROCK2"
BRD-K28773847,
BRD-K00010386,
BRD-K41415459,KDM1A
BRD-K95581532,TRPV4
BRD-K45519571,TRPV4
BRD-A63546914,GRIN2B
BRD-K00486786,"NGF, NGFR"
BRD-K79684402,DRD4
BRD-A53134341,
BRD-K77220725,PTGIR
BRD-K82823076,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB2, GABRG2"
BRD-K80778372,"GABRA1, GABRA2, GABRA3, GABRA5"
BRD-A07207424,"PDE3A, PDE4A, PDE4B, PDE4C, PDE4D"
BRD-K51541829,GRIN2B
BRD-K21672174,GCK
BRD-K00354853,P2RX3
BRD-K78373679,CDK1
BRD-K00004572,
BRD-K55192287,LSS
BRD-K64538373,MAP2K1
BRD-K00003149,
BRD-K82804538,"BRAF, MAP2K1, MAP2K2, RAF1"
BRD-K00004623,
BRD-K28007504,"HTR2A, HTR2B, HTR2C"
BRD-K12639498,KMO
BRD-K91333421,GRM1
BRD-K58299615,APP
BRD-K57284066,
BRD-K26169680,HTR1A
BRD-K00003424,
BRD-K33610132,EGFR
BRD-K43305603,"CHRM2, CHRNA2, HTR3A"
BRD-K21733600,"ELN, PTGS2"
BRD-K03194791,"PDE4A, PDE4B, PDE4C, PDE4D"
BRD-K00003358,
BRD-K00003175,
BRD-A34255068,
BRD-A62336573,
BRD-K00003283,
BRD-K38564664,
BRD-K61397605,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"
BRD-K94266545,
BRD-K15933101,"ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C"
BRD-K50938786,SCN10A
BRD-K03384561,
BRD-K00004538,
BRD-K07691486,"CDK2, CDK9"
BRD-K33623053,
BRD-K36163066,
BRD-K01826734,"FFAR1, PPARG, TRPC5, TRPM3"
BRD-K00003494,
BRD-K20313525,"MCL1, TYR"
BRD-K49841478,
BRD-K11672787,ATP1A1
BRD-K82941592,HMGCR
BRD-K91111634,"ADRA2B, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A"
BRD-K35719256,"DRD1, DRD2, DRD3, HTR1A"
BRD-K00003502,
BRD-K22685337,
BRD-K81855038,HRH2
BRD-K38684403,MLNR
BRD-A29148886,S1PR1
BRD-K40767677,
BRD-K87973152,TRPM8
BRD-K06894065,G6PD
BRD-K00004000,
BRD-K08640512,"ADRA1A, ADRA1D"
BRD-K87048468,"HTR2A, HTR2B, HTR2C"
BRD-K83063356,CCR2
BRD-K90825648,"HTR2A, HTR2B, HTR2C"
BRD-K00004221,
BRD-K76840893,"ADRA1A, ADRA1D"
BRD-K01868942,HTR4
BRD-K20742498,HTR4
BRD-K26160755,
BRD-K87510569,"CCL2, CCR2"
BRD-K00004219,HTR3A
BRD-K46142322,HTR4
BRD-K50018155,HTR4
BRD-K86600316,ADRA2A
BRD-K30159788,
BRD-K56211775,NFE2L2
BRD-A33603104,HHAT
BRD-K00234327,"HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6"
BRD-K37687387,NR3C2
BRD-K85285268,ADRB2
BRD-K62762455,AR
BRD-K79821389,TOP1
BRD-K27677357,
BRD-K88560311,"PARP1, PARP2"
BRD-K61036791,TYR
BRD-K20079257,"GRM5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K62374253,
BRD-K98004573,"HRH1, PTAFR"
BRD-K94723713,PTGS2
BRD-K20482099,AKR1C3
BRD-K53972329,"JAK1, JAK2, JAK3, TYK2"
BRD-K19601669,"JAK1, JAK2"
BRD-K00004579,
BRD-K00091711,TLR7
BRD-K94623186,ICAM1
BRD-K07074923,"MAPK14, PTGS2"
BRD-K66213167,"CDK2, DNMT1"
BRD-A65597028,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C"
BRD-K06426971,"CDK2, CDK4"
BRD-K23902832,SYK
BRD-K86687746,
BRD-K20285085,"RET, SYK"
BRD-K52233191,"CDK1, CDK2, CDK4, CDK7"
BRD-K10673031,NOS3
BRD-K63123526,"CTSD, MGMT"
BRD-K00024724,PTPN1
BRD-K59527975,
BRD-K09774593,
BRD-K37635256,NR1I3
BRD-K60005752,PARP1
BRD-K46766488,HTR1A
BRD-K00004618,
BRD-K00003475,
BRD-K00003455,
BRD-K99819791,FAAH
BRD-K46493214,"CA1, CA12, CA2, CA9"
BRD-A24122750,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8"
BRD-K91456750,MME
BRD-K00003252,
BRD-A96503329,
BRD-K92613113,MAOB
BRD-K93944989,TRPM3
BRD-K90582192,GABBR1
BRD-K99433989,"SMO, TRPC6"
BRD-K15045219,
BRD-K64614248,
BRD-K08493205,
BRD-K81130846,
BRD-K83036479,
BRD-K93632104,"AKR1C1, ASIC3, PTGS1, PTGS2"
BRD-K66030860,APP
BRD-K23414042,
BRD-K98453471,TRPA1
BRD-K01826763,ADRB2
BRD-A49952467,
BRD-A45107007,EIF2S1
BRD-K00005247,
BRD-K18898553,MMP9
BRD-K19284129,"OPRD1, OPRK1, OPRM1"
BRD-K01828772,EIF2A
BRD-K00004553,
BRD-K00004552,
BRD-K37747025,
BRD-K00003242,
BRD-K36169695,
BRD-K66898851,CASP3
BRD-K99741577,"SHH, SMO"
BRD-K35781423,"SHH, SMO"
BRD-K00003214,
BRD-K36859431,"NOS3, PAH, TH, TPH1"
BRD-K09963420,CYP3A4
BRD-K75308783,"MTOR, PIK3CG"
BRD-K19540840,"ABL1, LCK, SRC, YES1"
BRD-K08525451,
BRD-K51263939,SLC6A9
BRD-K00003165,
BRD-A92448440,
BRD-K79878800,"PPARA, PPARG"
BRD-A34358106,"HTR2A, HTR2B, HTR2C"
BRD-K38904395,FLT4
BRD-K72868067,PIK3C3
BRD-K45349653,MDM2
BRD-K56912469,ROCK1
BRD-K48892307,"PTGS1, PTGS2"
BRD-K42497885,
BRD-K98028353,MET
BRD-K00003546,DPP4
BRD-K77677632,"HTR2B, HTR2C"
BRD-K54330070,"AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1"
BRD-K27141178,HTR4
BRD-K01826796,"AKT1, ALOX5, CHEK1, CYP2D6, CYP3A4, GAK, GSK3B, LCK, MAPK1, MAPK10, MAPK11, MAPK12, MAPK14, MAPK8, MAPK9, PRKCA, RAF1, RIPK2, ROCK1, RPS6KB1, SGK1, SRC, TNF"
BRD-A22707317,"GABRA3, GABRA5, GABRA6"
BRD-K36395411,"HTR2A, HTR2B, HTR2C"
BRD-K30867024,"HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C"
BRD-K59184148,"CCNA2, CDK2, GSK3A, GSK3B"
BRD-A06352508,CHEK1
BRD-K61097567,TACR3
BRD-K14807180,"HTR2A, HTR2B, HTR2C"
BRD-K04414442,TACR3
BRD-K61323504,CXCR2
BRD-K15424032,"HTR2A, HTR2B, HTR2C"
BRD-K98795921,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K82091397,"MAPK11, MAPK14, PTGS2"
BRD-K19412355,"HSPB1, MAPK14"
BRD-K99968849,"HTR2A, HTR2B, HTR2C, HTR6"
BRD-K80639402,HTR6
BRD-A91031770,CALCA
BRD-K24201553,HTR7
BRD-K82467063,HTR6
BRD-K16107558,CCR3
BRD-K78720403,
BRD-K41567364,"HCRTR1, HCRTR2"
BRD-K61536336,TRPV1
BRD-K03988082,HTR6
BRD-K53913732,"HCRTR1, HCRTR2"
BRD-K76805682,"GSK3A, GSK3B, RPS6KB1"
BRD-K67298865,"ACVR1C, TGFBR1"
BRD-K03665769,TRPV1
BRD-K40109029,TGFBR1
BRD-K37720887,TGFBR1
BRD-K78809024,BRAF
BRD-K08333979,OPRL1
BRD-K00003485,
BRD-K95292280,UTS2R
BRD-K24968862,"ITGA4, ITGAV, ITGB1, ITGB7"
BRD-K65991129,TRPV1
BRD-K68633027,UTS2R
BRD-K78941306,HTR6
BRD-K68532323,KIF11
BRD-K49597925,"AKT1, AKT3, ROCK1, RPS6KA5, RPS6KB1"
BRD-K45168550,GPBAR1
BRD-K49110935,"ROCK1, ROCK2"
BRD-K86797399,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC9"
BRD-K71667152,PLK1
BRD-K54729176,"HDAC1, HDAC3"
BRD-K00005340,
BRD-K05361803,PRKCA
BRD-K40797222,IL17A
BRD-K55305701,
BRD-K52512893,PTGER1
BRD-K76365178,PTGS2
BRD-K62715847,PTGER1
BRD-K14767410,PTGS1
BRD-K25875056,PRKCA
BRD-K00005327,
BRD-K29562203,"CHRM1, CHRM2, DRD1, DRD2"
BRD-K00004286,OPRL1
BRD-K45435259,"DRD1, DRD5, HTR2C, KCNJ4, KCNJ6"
BRD-K55748775,ATP4A
BRD-K02460719,NUDT1
BRD-K81225797,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K75009076,"CDK2, CHEK1"
BRD-K00003711,ATR
BRD-K18878288,
BRD-A23127772,
BRD-K72925150,
BRD-K33809398,GSTP1
BRD-K75923785,
BRD-K89923877,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, SI"
BRD-A49906757,"CHRM1, CHRM2, CHRM3, CHRM4"
BRD-K20548681,
BRD-K22503835,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"
BRD-K78496197,
BRD-K00003093,
BRD-K91904471,MAPK14
BRD-K24566386,TGFBR1
BRD-K51102532,"MMP1, MMP13, MMP2"
BRD-K01826797,OPRD1
BRD-K65820248,TACR1
BRD-K31339597,"HTR2A, HTR2B, HTR2C"
BRD-K39558284,ADORA1
BRD-K15868788,"HTR3A, HTR3B"
BRD-A15530910,"HTR1A, HTR1B"
BRD-K82266792,GRIN1
BRD-K27168049,GRIN1
BRD-K74227499,
BRD-K02965577,VDR
BRD-A53472930,
BRD-K00003454,
BRD-A70083328,
BRD-K91733562,
BRD-K77320845,
BRD-K49071277,GABRA1
BRD-K00003150,PGR
BRD-K00003284,
BRD-K00003549,
BRD-K86434416,"MAOA, MAOB"
BRD-K74664543,
BRD-K00003228,
BRD-K21191422,PTGIR
BRD-K48738253,"GRIN2A, GRIN2B, GRIN2C, GRIN2D"
BRD-K21361524,XPO1
BRD-K00003441,
BRD-K00003274,
BRD-K57080016,MAP2K1
BRD-K65592642,PSEN1
BRD-K21237892,MAPK14
BRD-K63504947,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET"
BRD-K13281575,
BRD-K70614402,APP
BRD-K21295289,KCNN4
BRD-A30370660,
BRD-A53504839,
BRD-K28456624,VDR
BRD-K49504902,DAO
BRD-A60765580,TBXA2R
BRD-K65924316,MDM2
BRD-K38580127,"DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR4, HTR5A, HTR6, HTR7, SLC36A1"
BRD-K01825659,
BRD-K69116396,"ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2"
BRD-K82036761,"SLC6A3, SLC6A4"
BRD-K11631773,
BRD-K24497734,PTGDR2
BRD-K36732695,"HRH1, HTR2A, HTR2C"
BRD-K00003298,
BRD-K05638300,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1"
BRD-K15601958,S1PR1
BRD-K42629487,"MCOLN3, NPY2R"
BRD-K24821794,"CREBBP, EP300"
BRD-K69577666,
BRD-K86718786,PRMT3
BRD-K61228301,"DNMT1, DNMT3A, DNMT3B"
BRD-K80700417,"FLT3, PIM1, PIM2, PIM3"
BRD-K00004650,"GABBR1, GABBR2"
BRD-K19477839,MET
BRD-A63344375,NPSR1
BRD-A92096630,
BRD-K00818915,PTPN11
BRD-K01826006,CHRNB4
BRD-K98157055,GRM5
BRD-K14561059,"GRM4, GRM5"
BRD-A43885598,NR5A1
BRD-A62071884,PDE3A
BRD-K79759585,"PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3"
BRD-K80353138,ALOX5
BRD-K10906636,"ADRA1A, ADRA1B, ADRA1D"
BRD-K68379918,
BRD-A06629414,
BRD-K00003545,"CYP1A2, CYP3A4"
BRD-K00004727,
BRD-K22134346,"HMGCR, ITGB2"
BRD-K00003334,
BRD-K91100918,CARM1
BRD-K83459933,
BRD-K53195974,"CACNA1D, SCN10A, SCN1A, SCN3A, SCN4A, SCN5A, SCN9A"
BRD-K62384160,S1PR1
BRD-K51333959,"ADRA1A, ADRA1B, ADRA1D"
BRD-K65480835,
BRD-K84937637,"FKBP1A, MTOR"
BRD-K16472653,SIRT2
BRD-A23747351,"SIRT1, SIRT2"
BRD-K71772032,
BRD-A68997559,
BRD-K38905597,"SMAD3, TGFBR1"
BRD-K10836013,
BRD-K19416115,DPP4
BRD-K63806092,"EDNRA, EDNRB"
BRD-K79402892,
BRD-K00003238,
BRD-K02152879,"CELA1, ELANE"
BRD-K35945299,MDM4
BRD-K34798115,
BRD-K00003173,
BRD-K00004226,SIGMAR1
BRD-K67304264,KCNN4
BRD-K83607951,MAPK14
BRD-K01826815,"CALY, DRD1, DRD5"
BRD-A64227845,DRD1
BRD-A09828896,"DRD1, DRD5"
BRD-A52588987,"DRD1, DRD5"
BRD-K96809896,"ALOX5, MAPK14"
BRD-K01826728,SLC6A1
BRD-K49776472,HNMT
BRD-K01826819,"CYP3A4, PKD2, TRPC1, TRPC3, TRPC4, TRPC5, TRPV2"
BRD-K20755323,SPHK1
BRD-K00004690,
BRD-K29895144,KDR
BRD-K00004304,"CNR1, DRD2, HTR1A"
BRD-K34445261,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K70053378,
BRD-K06191411,"BIRC2, BIRC3, XIAP"
BRD-K00004213,PGRMC1
BRD-K08478539,SNCA
BRD-K98396737,PIM1
BRD-K00004310,MCOLN3
BRD-K89561498,TOP1
BRD-K01825672,
BRD-A67006024,PTPN1
BRD-A21428877,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CACNA1C, CACNA1D"
BRD-K49702221,"ADRA1A, DRD2"
BRD-K29546239,OPRD1
BRD-K75016267,ESR1
BRD-K71512533,"AURKA, AURKB, AURKC"
BRD-K71281111,
BRD-K73197500,"HSP90AA1, HSP90AB1"
BRD-K85406984,"THRA, THRB"
BRD-K00003174,
BRD-K58262380,
BRD-K87595680,
BRD-A67265925,
BRD-K05878375,"BCHE, FFAR2, FFAR3, HDAC1, HDAC2, HDAC3, HDAC8"
BRD-A93699261,
BRD-M58433298,ALB
BRD-K93201765,
BRD-K80043866,
BRD-K99308954,PYGM
BRD-K61230716,
BRD-K00003606,
BRD-K60600693,
BRD-K77251551,
BRD-K00003543,PTPN6
BRD-K84798689,
BRD-A55664972,PROC
BRD-K01039503,CBR1
BRD-K00026984,
BRD-K00003527,
BRD-K00004608,
BRD-A65562236,
BRD-K69215269,JAK1
BRD-K00003600,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K32256160,
BRD-K00004707,
BRD-K85764479,
BRD-K14681867,"OPRD1, OPRM1, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5"
BRD-K69857269,
BRD-K19796430,SMO
BRD-K66845263,
BRD-K23984367,"BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET"
BRD-K00004585,
BRD-K88734090,
BRD-A89164055,AKR1B1
BRD-A70197423,
BRD-K66035042,
BRD-K05850076,"SLC5A1, SLC5A2"
BRD-A33168282,"ADRB1, ADRB2, KCNH2"
BRD-K16761703,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, PRKCQ"
BRD-K71900389,"JUN, NFKB1"
BRD-K28571773,MDM2
BRD-K23005288,
BRD-K68405354,GRM3
BRD-K07612980,TOP2A
BRD-A81539525,"CA2, CA4"
BRD-K00003253,
BRD-K38203080,
BRD-K86872788,
BRD-K32847234,
BRD-K84964099,"USP10, USP13"
BRD-K11905747,
BRD-K40438880,"KCNJ4, TXNRD1"
BRD-K18375018,"CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5"
BRD-K01825110,GPR12
BRD-K55468218,"ADRA1A, ADRA1B, ADRA1D, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7"
BRD-K28192623,OPRK1
BRD-K00003542,
BRD-K96684644,
BRD-K90027355,"AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG"
BRD-A72483914,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A, HTR2B"
BRD-K94934625,
BRD-K27710560,SIRT1
BRD-K19203487,EDNRA
BRD-K63253858,RET
BRD-A08772153,FDFT1
BRD-A56987319,ADCY1
BRD-K00003215,
BRD-K00004684,
BRD-K26501486,"RORA, RORC"
BRD-K16229414,
BRD-K60931454,TACR1
BRD-K62814487,PPARG
BRD-K11641193,RORC
BRD-K62562723,CYSLTR1
BRD-K35629949,CCKAR
BRD-K60952143,"MAPK10, MAPK8, MAPK9"
BRD-K43002771,
BRD-K50378376,MAPK10
BRD-A86468475,ROCK2
BRD-K09397065,HTR3A
BRD-K35430135,"ADRB1, ADRB2, ADRB3"
BRD-K19309090,CHRM1
BRD-K50495309,"CSK, LCK, RIPK2"
BRD-K62621335,"SRPK1, SRPK2"
BRD-K95926480,SIRT1
BRD-K48452630,SIRT1
BRD-K34801930,
BRD-K65890018,
BRD-K00004316,CHRNA7
BRD-K00003186,
BRD-K00004706,
BRD-K73524797,
BRD-K68470841,MYD88
BRD-K18905250,
BRD-K41783120,IL12A
BRD-K68332390,
BRD-K17061841,
BRD-K40853697,STAT3
BRD-K93880783,
BRD-K36739687,AHR
BRD-A04506385,
BRD-K93900986,
BRD-K13049524,ERN1
BRD-K39171998,NAMPT
BRD-K22477529,"NAMPT, SLC2A1"
BRD-K85479953,
BRD-K41422683,
BRD-A72441487,GABRA3
BRD-K33839500,ADRA1A
BRD-K07166362,
BRD-K34411947,
BRD-K83146339,CASR
BRD-K72572686,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA1, GLRA2, GLRA3, GLRB"
BRD-K23106423,"TACR1, TACR2, TACR3"
BRD-K45238818,"ALDH5A1, ASPH, BBOX1, HSD17B6, OXCT1, OXCT2, P3H1, P3H2, P3H3, P4HA1, P4HA2, PLOD1, PLOD3, SDHA, SDHB, SDHC, SDHD, SLC13A1, SLC13A2, SLC13A3, SLC25A10, SUCLA2, SUCLG1, SUCLG2, SUCNR1, TMLHE"
BRD-K00003183,VCAM1
BRD-K45497762,"CHRFAM7A, CHRM1, CHRM2, CHRM3, CHRNA1, CHRNA10"
BRD-K01950558,DHFR
BRD-M71167108,
BRD-K58968598,
BRD-K74724920,"ACTA1, ATOX1, C22orf28, LYZ"
BRD-K01294196,
BRD-K00004524,
BRD-K00004582,
BRD-K00003322,
BRD-K44133266,
BRD-A63431791,
BRD-K72384124,
BRD-K12539416,
BRD-A70649075,
BRD-K59983611,
BRD-K13486660,
BRD-K21520694,
BRD-K32021043,
BRD-K32273377,
BRD-K55250441,
BRD-K50859149,
BRD-K45086103,
BRD-K93524252,
BRD-K87492696,DHFR
BRD-K11640013,
BRD-K31682896,
BRD-K28494619,
BRD-K00938507,
BRD-K17205817,
BRD-K14116214,
BRD-K19742012,
BRD-K02594908,"CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4"
BRD-K04254814,
BRD-K76845197,
BRD-K10671814,DHPS
BRD-K41406082,
BRD-K71133585,
BRD-K10670311,"ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, PTGS1, PTGS2, SLC46A1, SLC7A11, TBXAS1"
BRD-K14705039,
BRD-K00003125,
BRD-K00004525,"ABCC1, FPR1, SLC22A12"
BRD-K52416806,
BRD-K84810336,
BRD-A58955223,NFE2L2
BRD-K01827279,AKR1B1
BRD-K38602774,
BRD-K01824719,
BRD-K29570907,GAST
BRD-K42635745,
BRD-K00004713,
BRD-K71125014,
BRD-A55272860,
BRD-K00004694,
BRD-K00003488,CA2
BRD-K00003312,
BRD-K30485548,DRD2
BRD-K50938287,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, HTR6, HTR7"
BRD-K36274133,CALCR
BRD-K71250460,FGFR1
BRD-K42828737,"CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET"
BRD-A98427211,
BRD-A34006693,"PTGS1, PTGS2"
BRD-K70327167,"F2, FSHR, P2RY1, P2RY11, P2RY13, P2RY2, PLA2G2A, RYR1, RYR2, SIRT5"
BRD-K98557884,GABBR1
BRD-K86670086,
BRD-K78815826,
BRD-K00003547,KDR
BRD-K02965346,MET
BRD-K91106808,PDGFRB
BRD-K32730239,MAPK8
BRD-K20287671,"KDR, PDGFRB"
BRD-K94883909,"CDK1, CDK2, CDK4, CDK5"
BRD-K15170068,MAN2A1
BRD-K45385835,MAPK14
BRD-K00004665,
BRD-K72106461,"GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2"
BRD-A77218119,"GRIA1, GRIA2, GRIA3, GRIA4"
BRD-K33642804,
BRD-K01825585,ADRA1A
BRD-K12745498,S1PR1
BRD-K00004653,
BRD-K02501528,"GRIA1, GRIA2, GRIA3, GRIA4"
BRD-K48826825,PPARG
BRD-K96798615,"CA12, CA9"
BRD-K00003147,
BRD-K91876515,
BRD-K31843556,PPARG
BRD-K63516691,PDE5A
BRD-K16605796,
BRD-K23383398,"NCOA1, NCOA2, NR1H2, NR1H3, NR1I2, RXRB"
BRD-K00004631,
